"id","0","11","13","14","5","2","3"
"Settings_SelectScanFolder","Select scan folder (optional)","スキャンするフォルダを選択（省略可）","选择扫描文件夹（可选）","選擇掃描資料夾（可省略）","Выбрать папку для сканирования (необяз.)","Selecionar pasta para verificar (opcional)","Selecionar pasta (opcional)"
"Settings_SelectLocation","Select location","場所を選択","选择位置","選擇位置","Выбрать расположение","Selecionar local","Selecionar local"
"Settings_StartScan","Start scan","スキャン開始","开始扫描","開始掃描","Начать сканирование","Iniciar verificação","Iniciar verificação"
"Settings_ClearPath","Clear path","パスをクリア","清除路径","清除路徑","Очистить путь","Limpar caminho","Limpar caminho"
"Settings_AddAll","Add all","すべて追加","全部添加","全部新增","Добавить все","Adicionar todos","Adicionar todos"
"Settings_MainPlatform","Main Platform","メインプラットフォーム","主要平台","主要平台","Основная платформа","Plataforma principal","Plataforma principal"
"Settings_MainPlatformDesc","Select the platform where you purchased and play the game.","購入・プレイしているプラットフォームを選択してください。起動方法やフォルダ検出に使用されます。","选择您购买并游玩的平台。","選擇您購買並遊玩的平台。","Выберите платформу, на которой вы играете.","Selecione a plataforma onde você joga.","Selecione a plataforma."
"Settings_CurrentMainPlatform","Current main platform","現在のメインプラットフォーム","当前主要平台","目前主要平台","Текущая основная платформа","Plataforma principal atual","Plataforma principal atual"
"Settings_ModFolder","Mod Install Folder","Modインストール先フォルダ","Mod安装文件夹","Mod 安裝資料夾","Папка установки модов","Pasta de instalação do Mod","Pasta de instalação do Mod"
"Settings_ModFolderDesc","Change the destination folder for mods. Usually the same as the game folder.","Modのコピー先フォルダを変更できます。通常はゲームフォルダと同じです。","可以更改Mod的目标文件夹。通常与游戏文件夹相同。","可以變更 Mod 的目標資料夾。通常與遊戲資料夾相同。","Можно изменить папку для модов. Обычно совпадает с папкой игры.","Pode mudar a pasta de destino dos Mods.","Pode mudar a pasta de destino."
"Settings_Change","Change","変更","更改","變更","Изменить","Alterar","Alterar"
"Settings_LaunchResidency","Launch & Residency","起動・常駐設定","启动与驻留设置","啟動與常駐設定","Запуск и резидентность","Inicialização e residência","Inicialização e residência"
"Settings_StartWithWindows","Launch automatically on Windows startup","Windows起動時に自動で起動する","Windows启动时自动启动","Windows 啟動時自動啟動","Автозапуск при старте Windows","Iniciar automaticamente com o Windows","Iniciar com o Windows"
"Settings_StartMinimized","Start in background (tray) on launch","起動時にバックグラウンド（トレイ）で起動する","启动时在后台（托盘）运行","啟動時在背景（系統匣）執行","Запускать в фоне (трей) при старте","Iniciar em segundo plano ao iniciar","Iniciar em segundo plano"
"Settings_MinimizeToTray","Minimize to tray on close instead of exiting","閉じるボタンでウィンドウを閉じずにトレイに格納する","关闭按钮将窗口最小化到托盘","關閉按鈕將視窗最小化至系統匣","Сворачивать в трей при закрытии","Minimizar para bandeja ao fechar","Minimizar para bandeja"
"Settings_TrayHint","Right-click the tray icon to show the menu. Select \"Exit\" to fully close the app.","トレイアイコンを右クリックすることでメニューが表示されます。「終了」を選択するとアプリを完全に終了します。","右键单击托盘图标显示菜单。选择"退出"完全关闭应用。","右鍵點擊系統匣圖示顯示選單。選擇「結束」完全關閉應用程式。","Щёлкните правой кнопкой по значку в трее для меню.","Clique com o botão direito no ícone da bandeja.","Clique com o botão direito no ícone."
"Settings_AlwaysAdmin","Always launch as administrator","常に管理者として起動する","始终以管理员身份启动","始終以系統管理員身分啟動","Всегда запускать от имени администратора","Sempre executar como administrador","Sempre executar como administrador"
"Settings_AlwaysAdminHint","When enabled, the app will always request administrator privileges on startup. Required for mod installs to Program Files.","有効にすると、起動時に常に管理者権限を要求します。Program Files へのModインストールに必要です。","启用后，每次启动时都会请求管理员权限。安装Mod到Program Files时需要。","啟用後，每次啟動時都會要求系統管理員權限。安裝 Mod 至 Program Files 時需要。","При включении при каждом запуске запрашиваются права администратора.","Quando ativado, solicita privilégios de administrador na inicialização.","Solicita privilégios de administrador na inicialização."
"Settings_Log","Log Settings","ログ設定","日志设置","日誌設定","Настройки журнала","Configurações de log","Configurações de log"
"Settings_LogDesc","LogOutput_*.log is output to the same folder as the settings file.","LogOutput_*.log は設定ファイルと同じフォルダに出力されます","LogOutput_*.log 输出到与设置文件相同的文件夹","LogOutput_*.log 輸出至與設定檔相同的資料夾","LogOutput_*.log выводится в ту же папку, что и файл настроек.","LogOutput_*.log é gerado na mesma pasta do arquivo de configurações.","LogOutput_*.log é gerado na mesma pasta."
"Settings_LogMode","Log mode","ログモード","日志模式","日誌模式","Режим журнала","Modo de log","Modo de log"
"Settings_LogOverwrite","Overwrite on each launch (single LogOutput.log)","起動ごとに上書き（LogOutput.log 1ファイル）","每次启动覆盖（单个文件）","每次啟動覆蓋（單一檔案）","Перезаписывать при каждом запуске","Sobrescrever a cada inicialização","Sobrescrever a cada inicialização"
"Settings_LogNewFile","Create a new file on each launch (max 10 kept)","起動ごとに新しいファイルを作成（最大10件保持）","每次启动创建新文件（最多保留10个）","每次啟動建立新檔案（最多保留 10 個）","Создавать новый файл при каждом запуске (до 10)","Criar novo arquivo a cada inicialização (máx. 10)","Criar novo arquivo (máx. 10)"
"Settings_Notification","Notifications","通知設定","通知设置","通知設定","Настройки уведомлений","Configurações de notificação","Configurações de notificação"
"Settings_NotificationDesc","Notify via Windows toast notifications (pop-up in the lower right).","Windowsのトースト通知（右下ポップアップ）で通知します。","通过Windows Toast通知进行通知。","透過 Windows Toast 通知進行通知。","Уведомления через Toast Windows.","Notifica via notificações toast do Windows.","Notifica via notificações toast."
"Settings_NotifyModUpdate","Notify when a mod update is available","Modの更新があったとき通知する","有Mod更新时通知","有 Mod 更新時通知","Уведомлять об обновлении модов","Notificar atualização de mod","Notificar atualização de mod"
"Settings_NotifyAppUpdate","Notify when an app update is available","アプリ本体の更新があったとき通知する","有应用更新时通知","有應用程式更新時通知","Уведомлять об обновлении приложения","Notificar atualização do app","Notificar atualização do app"
"Settings_NotifyNews","Notify when there is new news","新しいお知らせがあったとき通知する","有新公告时通知","有新消息時通知","Уведомлять о новостях","Notificar novas notícias","Notificar novas notícias"
"Settings_Appearance","Appearance","外観","外观","外觀","Внешний вид","Aparência","Aparência"
"Settings_Theme","Theme","テーマ","主题","主題","Тема","Tema","Tema"
"Settings_ThemeDefault","Follow system settings","システム設定に合わせる","跟随系统设置","跟隨系統設定","Следовать системным настройкам","Seguir configurações do sistema","Seguir configurações do sistema"
"Settings_ThemeDark","Dark mode","ダークモード","深色模式","深色模式","Тёмный режим","Modo escuro","Modo escuro"
"Settings_ThemeLight","Light mode","ライトモード","浅色模式","淺色模式","Светлый режим","Modo claro","Modo claro"
"Settings_Language","Language / 言語","Language / 言語","语言","語言","Язык","Idioma","Idioma"
"Settings_Save","💾 Save","💾 保存","💾 保存","💾 儲存","💾 Сохранить","💾 Salvar","💾 Salvar"
"Settings_Saved","✅ Settings saved!","✅ 設定を保存しました！","✅ 设置已保存！","✅ 設定已儲存！","✅ Настройки сохранены!","✅ Configurações salvas!","✅ Configurações salvas!"
"Settings_EpicSettings","Epic Games Settings","Epic Games 設定","Epic Games 设置","Epic Games 設定","Настройки Epic Games","Configurações Epic Games","Configurações Epic Games"
"Settings_CurrentPlatform","Current platform:","現在のプラットフォーム:","当前平台:","目前平台:","Текущая платформа:","Plataforma atual:","Plataforma atual:"
"Settings_OpenEpicLauncher","🚀 Open Epic Games Launcher","🚀 Epic Games Launcher を開く","🚀 打开 Epic Games Launcher","🚀 開啟 Epic Games Launcher","🚀 Открыть Epic Games Launcher","🚀 Abrir Epic Games Launcher","🚀 Abrir Launcher"
"Settings_RecheckStatus","🔄 Recheck status","🔄 状態を再確認","🔄 重新检查状态","🔄 重新確認狀態","🔄 Перепроверить статус","🔄 Verificar status novamente","🔄 Verificar status"
"Settings_EpicLauncherDesc","Launching via Launcher enables EOS authentication, which is required for online matchmaking and achievements. Turning OFF launches the exe directly (for offline mod play only).","ランチャー経由で起動すると EOS 認証が通り、オンラインマッチメイキングや実績が正常に動作します。OFFにすると直接 exe を起動します（オフライン専用Modプレイ向け）。","通过Launcher启动可启用EOS认证，支持联机。关闭则直接启动exe（仅限离线Mod游玩）。","透過 Launcher 啟動可啟用 EOS 驗證，支援連線功能。關閉則直接啟動 exe（僅限離線 Mod 遊玩）。","Запуск через Launcher включает EOS. Отключение запускает exe напрямую.","Iniciar via Launcher ativa EOS para online. Desligar inicia o exe diretamente.","Iniciar via Launcher ativa EOS."
"Settings_EpicLaunchViaLauncher","Launch Among Us via Launcher (Recommended)","Among Us をランチャー経由で起動する（推奨）","通过Launcher启动Among Us（推荐）","透過 Launcher 啟動 Among Us（推薦）","Запускать Among Us через Launcher (рекомендуется)","Iniciar via Launcher (Recomendado)","Iniciar via Launcher"
"Settings_EpicLaunchViaLauncherDesc","Launching via Launcher enables EOS authentication, online matchmaking, and achievements. Disable to launch the exe directly (for offline mod play).","ランチャー経由で起動すると EOS 認証が通り、オンラインマッチメイキングや実績が正常に動作します。OFFにすると直接 exe を起動します（オフライン専用Modプレイ向け）。","通过Launcher启动可启用EOS认证。关闭则直接启动exe。","透過 Launcher 啟動可啟用 EOS 驗證。關閉則直接啟動 exe。","Запуск через Launcher включает аутентификацию EOS. Отключите для прямого запуска exe.","Iniciar via Launcher ativa autenticação EOS. Desative para iniciar o exe diretamente.","Iniciar via Launcher ativa EOS."
"Settings_MultipleFoldersHint","Register multiple folders to switch between them here.","複数のフォルダを登録するとここで切り替えられます。","注册多个文件夹后可在此切换。","登錄多個資料夾後可在此切換。","Зарегистрируйте несколько папок для переключения.","Registre várias pastas para alternar aqui.","Registre várias pastas para alternar."
"Settings_NamePlaceholder","Name","名前","名称","名稱","Название","Nome","Nome"
"Settings_NotSet","Not set","未設定","未设置","未設定","Не задано","Não definido","Não definido"
"Settings_TabGame","Game","ゲーム","游戏","遊戲","Игра","Jogo","Jogo"
"Settings_TabSystem","System","システム","系统","系統","Система","Sistema","Sistema"
"Settings_TabNotif","Notifications","お知らせ","通知","通知","Уведомления","Notificações","Notificações"
"Settings_TabAppearance","Appearance","外観","外观","外觀","Внешний вид","Aparência","Aparência"
"Settings_LangPendingNotice","Language will be applied after pressing Save.","言語は「保存」を押すと反映されます。","语言将在按下「保存」后生效。","語言將在按下「儲存」後生效。","Язык применится после нажатия «Сохранить».","O idioma será aplicado ao pressionar Salvar.","O idioma será aplicado ao salvar."
"Settings_CurrentPlatformBtn","✅ {0} (Current)","✅ {0}（現在）","✅ {0}（当前）","✅ {0}（目前）","✅ {0} (Текущая)","✅ {0} (Atual)","✅ {0} (Atual)"
"Settings_SwitchPlatformBtn","Switch to {0}","{0} に変更","切换到 {0}","切換至 {0}","Переключить на {0}","Mudar para {0}","Mudar para {0}"
"Settings_EpicNoLauncherNeeded","(Epic Games Launcher not required)","（Epic Games Launcher 不要）","（无需 Epic Games Launcher）","（不需要 Epic Games Launcher）","(Epic Games Launcher не требуется)","(Epic Games Launcher não necessário)","(Launcher não necessário)"

"# 共通ボタン・アクション"
"Common_Save","Save","保存","保存","儲存","Сохранить","Salvar","Salvar"
"Common_Cancel","Cancel","キャンセル","取消","取消","Отмена","Cancelar","Cancelar"
"Common_Close","Close","閉じる","关闭","關閉","Закрыть","Fechar","Fechar"
"Common_OK","OK","OK","确定","確定","ОК","OK","OK"
"Common_Delete","Delete","削除","删除","刪除","Удалить","Excluir","Excluir"
"Common_Add","Add","追加","添加","新增","Добавить","Adicionar","Adicionar"
"Common_Edit","Edit","編集","编辑","編輯","Редактировать","Editar","Editar"
"Common_Refresh","Refresh","更新","刷新","重新整理","Обновить","Atualizar","Atualizar"
"Common_Loading","Loading...","読み込み中...","加载中...","載入中...","Загрузка...","Carregando...","Carregando..."
"Common_Error","Error","エラー","错误","錯誤","Ошибка","Erro","Erro"
"Common_Success","Success","成功","成功","成功","Успех","Sucesso","Sucesso"
"Common_Warning","Warning","警告","警告","警告","Предупреждение","Aviso","Aviso"
"Common_Confirm","Confirm","確認","确认","確認","Подтвердить","Confirmar","Confirmar"
"Common_Yes","Yes","はい","是","是","Да","Sim","Sim"
"Common_No","No","いいえ","否","否","Нет","Não","Não"
"Common_Open","Open","開く","打开","開啟","Открыть","Abrir","Abrir"
"Common_Copy","Copy","コピー","复制","複製","Копировать","Copiar","Copiar"

"# ホームページ"
"Home_Title","Home","ホーム","主页","首頁","Главная","Início","Início"
"Home_Launch","🚀 Launch Among Us","🚀 Among Us を起動","🚀 启动 Among Us","🚀 啟動 Among Us","🚀 Запустить Among Us","🚀 Iniciar Among Us","🚀 Iniciar Among Us"
"Home_Launching","Launching...","起動中...","启动中...","啟動中...","Запуск...","Iniciando...","Iniciando..."
"Home_NoGameFolder","Game folder is not set","ゲームフォルダが設定されていません","游戏文件夹未设置","遊戲資料夾未設定","Папка игры не задана","Pasta do jogo não configurada","Pasta não configurada"
"Home_GoToSettings","Go to Settings","設定へ移動","前往设置","前往設定","Перейти в настройки","Ir para Configurações","Ir para Configurações"
"Home_CurrentMod","Current mod:","現在のMod:","当前Mod:","目前 Mod:","Текущий мод:","Mod atual:","Mod atual:"
"Home_NoMod","No mod","Modなし","无Mod","無 Mod","Без мода","Sem mod","Sem mod"
"Home_Version","Version","バージョン","版本","版本","Версия","Versão","Versão"
"Home_RateLimitTitle","GitHub API Rate Limit Reached","GitHub API の制限に達しました（Rate Limit）","已达到 GitHub API 速率限制","已達到 GitHub API 速率限制","Достигнут лимит GitHub API","Limite de taxa da API GitHub atingido","Limite de taxa atingido"
"Home_RateLimitDesc1","Failed to retrieve the latest mod information due to a temporary limit on GitHub requests.","GitHub への問い合わせ回数が一時的な上限に達したため、Mod の最新情報を取得できませんでした。","由于 GitHub 请求达到上限，无法获取最新 Mod 信息。","由於 GitHub 請求達到上限，無法取得最新 Mod 資訊。","Достигнут лимит запросов к GitHub. Информация о модах недоступна.","Limite de solicitações ao GitHub atingido. Informações de mods indisponíveis.","Limite atingido. Informações indisponíveis."
"Home_RateLimitDesc2","Please wait a while (approx. 1 hour) then press Refresh. Signing in with a GitHub account will ease the limit.","しばらく（目安：1時間）待ってから「更新」ボタンを押してください。GitHub アカウントでサインインすると制限が緩和されます。","请等待约1小时后按「刷新」。使用 GitHub 账户登录可缓解限制。","請等待約1小時後按「重新整理」。使用 GitHub 帳戶登入可緩解限制。","Подождите ~1 час и нажмите «Обновить». Войдите в GitHub для смягчения лимита.","Aguarde ~1 hora e pressione Atualizar. Faça login no GitHub para aliviar o limite.","Aguarde e pressione Atualizar."
"Home_LocalInfoBarTitle","New folder found","新しいフォルダが見つかりました","发现新文件夹","發現新資料夾","Найдена новая папка","Nova pasta encontrada","Nova pasta encontrada"
"Home_LocalInfoBarRegister","Register","登録する","注册","註冊","Зарегистрировать","Registrar","Registrar"
"Home_LaunchTitle","Launch Among Us","Among Us を起動","启动 Among Us","啟動 Among Us","Запустить Among Us","Iniciar Among Us","Iniciar Among Us"
"Home_ModSelectorPlaceholder","Select environment to launch...","起動する環境を選択...","选择要启动的环境...","選擇要啟動的環境...","Выберите среду для запуска...","Selecione o ambiente para iniciar...","Selecione o ambiente..."
"Home_OpenFolder","Open folder","フォルダを開く","打开文件夹","開啟資料夾","Открыть папку","Abrir pasta","Abrir pasta"
"Home_LaunchBtn","▶  Launch Game","▶  ゲームを起動","▶  启动游戏","▶  啟動遊戲","▶  Запустить игру","▶  Iniciar jogo","▶  Iniciar jogo"
"Home_ReleaseSectionTitle","Mod Release Info","Mod リリース情報","Mod 发布信息","Mod 發布資訊","Информация о релизах модов","Informações de lançamento de mods","Informações de lançamento"
"Home_AllReleaseSectionTitle","All Mod Releases","全Modリリース一覧","全部 Mod 发布","全部 Mod 發布","Все релизы модов","Todos os lançamentos de mods","Todos os lançamentos"
"Home_ForceRefresh","🔄 Refresh now","🔄 今すぐ更新","🔄 立即更新","🔄 立即更新","🔄 Обновить сейчас","🔄 Atualizar agora","🔄 Atualizar agora"
"Home_ForceRefreshTooltip","Bypass cache and fetch from GitHub API","キャッシュを無視してGitHub APIから再取得","绕过缓存从 GitHub API 获取","略過快取從 GitHub API 取得","Обойти кэш и получить с GitHub","Ignorar cache e buscar do GitHub","Ignorar cache"
"Home_AllForceRefreshTooltip","Bypass cache and fetch latest info from GitHub API","キャッシュを無視してGitHub APIから最新情報を取得","绕过缓存从 GitHub API 获取最新信息","略過快取從 GitHub API 取得最新資訊","Обойти кэш и получить новые данные","Ignorar cache e buscar do GitHub","Ignorar cache"
